NAME,NICKNAME,DIVISION,GENRE,WIN,LOSSES,DRAWS,Actif,ÂGE,LA TAILLE,POIDS,DÉBUT DE L'OCTOGONE,Title_holder,PERMANENT,CLINCH,SOL,KO/TKO,DEC,SUB,sig_str_head,sig_str_body,sig_str_leg,PRÉCISION SAISISSANTE,PRÉCISION DE TAKEDOWN,SIG. STR. A ATTERRI,SIG. FRAPPES ENCAISSÉES,TAKEDOWN AVG,ENVOI AVG,SIG. STR.DÉFENSE,DÉFENSE DE DÉMOLITION,KNOCKDOWN AVG,TEMPS DE COMBAT MOYEN,img_cbt,STYLE DE COMBAT,REACH,PORTÉE DE LA JAMBE,Style de combat,DOB
SLIM TRABELSI,,Heavyweight Division,Male,5.0,0.0,0.0,False,,75.0,235.0,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,NO,,,,,"May 09, 1993"
TIAGO TRATOR,,Featherweight Division,Male,20.0,7.0,2.0,False,36.0,70.0,145.6,"JUL. 26, 2014",False,137.0,39.0,1.0,7.0,7.0,6.0,79.0,42.0,56.0,0.36,0.11,3.69,4.23,0.63,0.31,0.6,0.33,0.0,720.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/72b2f210-21b1-4955-a467-169d992f595e%252FTiago-Trator_486132_LeftFullBodyImage.png?itok=hnkZuno9,,70.0,41.0,Orthodox,"Apr 12, 1987"
ROBERTO TRAVEN,,Heavyweight Division,Male,6.0,4.0,1.0,False,54.0,75.0,227.0,"SEP. 20, 1996",False,,,,1.0,0.0,0.0,,,,0.5,0.0,0.92,2.77,0.0,0.0,0.57,0.0,,,NO,,,,Orthodox,"Sep 16, 1968"
FRANCISCO TREVINO,"""SITKAYAN""",Lightweight Division,Male,12.0,3.0,0.0,False,41.0,71.0,170.0,"MAR. 15, 2014",False,56.0,20.0,6.0,5.0,4.0,3.0,38.0,11.0,33.0,0.54,0.22,5.19,3.9,0.97,0.0,0.64,1.0,0.0,619.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/45390c3d-f89b-4429-912e-582376775f74%252FFrancisco-Trevino_464214_LeftFullBodyImage.png?itok=ySOuvyf-,,70.0,,Switch,"Jun 10, 1993"
ANGELO TREVINO,,Welterweight Division,Male,7.0,3.0,0.0,False,30.0,71.0,170.5,"DEC. 20, 2024",False,23.0,1.0,16.0,0.0,0.0,0.0,38.0,2.0,0.0,0.55,0.0,5.19,3.9,0.0,0.0,0.47,1.0,1.95,462.0,NO,,,,Switch,"Jun 10, 1993"
FRANK TRIGG,"""TWINKLE TOES""",Welterweight Division,Male,21.0,9.0,0.0,False,51.0,69.0,171.0,"NOV. 21, 2003",False,,,,6.0,2.0,0.0,,,,0.46,0.47,2.79,1.9,2.35,0.8,0.56,0.75,,,NO,,71.0,,Southpaw,"May 07, 1972"
FRANCISCO TRINALDO,"""MASSARANDUBA""",Welterweight Division,Male,28.0,9.0,0.0,False,44.0,69.0,170.0,"JUN. 24, 2012",False,703.0,168.0,138.0,9.0,14.0,5.0,616.0,277.0,116.0,0.45,0.42,3.13,2.67,0.98,0.51,0.61,0.6,0.23,743.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/67967%252Fprofile-galery%252Ffullbodyleft-picture%252FTRINALDO_FRANCISCO_L_06-05.png?itok=2XThXrxh,JIU-JITSU,70.0,40.5,Southpaw,"Aug 24, 1978"
MICHAEL TRIZANO,"""THE LONE WOLF""",Featherweight Division,Male,11.0,3.0,0.0,False,31.0,71.0,147.6,"JUL. 6, 2018",False,248.0,33.0,21.0,3.0,6.0,2.0,159.0,74.0,69.0,0.54,0.67,3.63,4.4,0.36,0.54,0.51,0.73,0.54,713.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/e72d00f1-3c4d-487a-b751-4b0556eb1554%252FTRIZANO_MICHAEL_L_02-05.png?itok=eq5EcjxA,MMA,71.0,40.0,Orthodox,"Dec 31, 1991"
ANTONIO TROCOLI,"""MALVADO""",Middleweight Division,Male,12.0,5.0,0.0,True,33.0,78.0,186.0,"JUL. 9, 2019",False,18.0,5.0,0.0,3.0,4.0,5.0,9.0,12.0,2.0,0.5,0.11,1.29,5.79,0.84,0.84,0.24,0.5,0.0,356.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/TROCOLI_ANTONIO_R_11-09.png?itok=QPteYkyb,MUAY THAI,80.0,44.0,Orthodox,"Dec 06, 1990"
TOR TROENG,"""THE HAMMER""",Middleweight Division,Male,16.0,7.0,1.0,False,40.0,74.0,185.0,"APR. 6, 2013",False,25.0,23.0,8.0,6.0,4.0,6.0,30.0,17.0,9.0,0.47,0.08,1.16,3.26,0.62,0.31,0.32,0.67,0.0,723.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/cbf96986-3a66-4b4b-a043-e1c9c9324bd8%252FTor-Troeng_302965_LeftFullBodyImage.png?itok=h7u_GjLR,,77.0,,Orthodox,"Jan 25, 1983"
ABEL TRUJILLO,"""KILLA""",Lightweight Division,Male,15.0,8.0,0.0,False,39.0,68.0,155.5,"DEC. 8, 2012",False,145.0,63.0,65.0,7.0,6.0,2.0,195.0,59.0,19.0,0.41,0.45,2.65,2.31,2.18,0.44,0.6,0.4,0.44,563.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/Abel-Trujillo_287176_LeftFullBodyImage.png?itok=RAMVJ4xz,,70.0,39.0,Orthodox,"Sep 18, 1983"
ARMAN TSARUKYAN,"""AHALKALAKETS""",Lightweight Division,Male,22.0,3.0,0.0,True,28.0,67.0,156.0,"APR. 20, 2019",False,331.0,40.0,154.0,9.0,8.0,5.0,343.0,121.0,61.0,0.49,0.37,3.79,1.84,3.25,0.0,0.54,0.75,0.32,756.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/TSARUKYAN_ARMAN_L_04-13.png?itok=CFqxqgA9,KICKBOXER,72.5,39.5,Orthodox,"Oct 11, 1996"
REI TSURUYA,,Flyweight Division,Male,10.0,0.0,0.0,True,22.0,66.0,133.0,"FEB. 3, 2024",False,20.0,4.0,70.0,4.0,2.0,4.0,83.0,5.0,6.0,0.61,0.5,2.28,1.31,5.45,2.54,0.47,0.5,0.0,620.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/TSURUYA_REI_L_06-29.png?itok=q238a8yx,MMA,68.0,36.0,Orthodox,"Jun 22, 2002"
CHRIS TUCHSCHERER,"""THE CROWBAR""",Heavyweight Division,Male,21.0,4.0,0.0,False,,74.0,261.0,"AUG. 29, 2009",False,,,,0.0,0.0,0.0,,,,0.31,0.18,1.35,3.17,1.19,0.6,0.47,0.0,,,NO,,76.0,,Orthodox,"Sep 08, 1975"
JON TUCK,"""THE SUPER SAIYAN""",Lightweight Division,Male,10.0,5.0,0.0,False,38.0,71.0,155.5,"NOV. 10, 2012",False,259.0,30.0,35.0,4.0,1.0,5.0,182.0,82.0,60.0,0.4,0.33,3.0,3.74,0.42,1.0,0.61,0.5,0.28,719.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68321/profile-galery/fullbodyleft-picture/Jon-Tuck_289022_LeftFullBodyImage.png?itok=dpODiqLC,,73.0,39.0,Orthodox,"Aug 28, 1984"
GAVIN TUCKER,"""GUV'NOR""",Featherweight Division,Male,13.0,3.0,0.0,True,37.0,66.5,156.0,"FEB. 20, 2017",False,247.0,49.0,13.0,4.0,3.0,6.0,189.0,78.0,42.0,0.45,0.44,4.29,4.18,3.13,1.5,0.57,0.54,0.0,617.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/0c2a6693-7f42-47b1-8d33-1c77dcd4616c%252FTUCKER_GAVIN_L_07-27.png?itok=PF4S240N,JIU-JITSU,66.0,38.0,Southpaw,"Jun 17, 1986"
JUMABIEKE TUERXUN,"""LEOPARD""",Bantamweight Division,Male,19.0,4.0,1.0,False,37.0,67.0,135.0,"MAR. 1, 2014",False,40.0,7.0,4.0,3.0,9.0,5.0,31.0,11.0,9.0,0.29,0.11,1.6,3.08,0.47,0.94,0.6,0.67,0.0,636.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/7c67c085-6688-490d-9ded-492113e7f853%252FJumabieke-Tuerxun_302919_LeftFullBodyImage.png?itok=d9KK0ZIC,,67.0,,Orthodox,"Apr 17, 1986"
TAI TUIVASA,"""BAM BAM""",Heavyweight Division,Male,15.0,8.0,0.0,True,31.0,74.0,265.0,"NOV. 18, 2017",False,318.0,104.0,14.0,14.0,1.0,0.0,257.0,76.0,103.0,0.47,0.0,3.77,5.18,0.0,0.0,0.44,0.58,1.04,434.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/TUIVASA_TAI_L_08-17.png?itok=8yb7GtKy,,75.0,39.5,Southpaw,"Mar 16, 1993"
ZUBAIRA TUKHUGOV,"""WARRIOR""",Lightweight Division,Male,20.0,6.0,1.0,False,32.0,68.0,157.5,"FEB. 15, 2014",False,302.0,24.0,31.0,7.0,12.0,1.0,312.0,36.0,9.0,0.4,0.39,3.17,3.07,2.13,0.0,0.64,1.0,0.4,751.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/TUKHUGOV_ZUBAIRA_L_02-11.png?itok=2os2clzD,STRIKER,68.0,38.5,Orthodox,"Jan 15, 1991"
TEILA TULI,,,Male,0.0,1.0,0.0,False,54.0,74.0,430.0,"NOV. 12, 1993",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-10/TULI_TEILA_L.png?itok=KLxFzCoa,,,,Orthodox,"Jun 14, 1969"
MARCO TULIO,,Middleweight Division,Male,12.0,1.0,0.0,True,,72.0,185.0,"JAN. 11, 2025",False,77.0,8.0,15.0,1.0,1.0,0.0,45.0,24.0,31.0,0.51,0.2,4.42,2.78,1.33,0.7,0.58,0.0,1.33,679.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/TULIO_MARCO_L.png?itok=Esmo2s_U,,74.0,,Orthodox,"Jun 13, 1994"
NYAMJARGAL TUMENDEMBEREL,"""ART OF KNOCKOUT""",Flyweight Division,Male,8.0,1.0,0.0,True,26.0,67.0,125.5,"JUN. 1, 2024",False,77.0,7.0,13.0,2.0,1.0,5.0,74.0,16.0,7.0,0.39,0.31,3.13,3.29,2.42,2.42,0.52,0.52,0.97,621.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/TUMENDEMBEREL_NYAMJARGAL_L_11-23.png?itok=7djrqWIO,MMA,71.0,38.5,Orthodox,"Mar 22, 1998"
ALBERT TUMENOV,"""EINSTEIN""",Welterweight Division,Male,18.0,4.0,0.0,False,31.0,71.0,170.0,"FEB. 15, 2014",False,243.0,20.0,16.0,11.0,6.0,0.0,223.0,44.0,12.0,0.42,0.2,3.76,3.34,0.2,0.0,0.59,0.75,1.01,556.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/Albert-Tumenov_466036_LeftFullBodyImage.png?itok=jIy-rk2j,,73.0,39.0,Orthodox,"Dec 26, 1991"
RICKY TURCIOS,,Bantamweight Division,Male,13.0,4.0,0.0,False,31.0,69.0,135.0,"JUL. 11, 2017",False,215.0,51.0,46.0,3.0,8.0,1.0,207.0,56.0,49.0,0.38,0.25,4.63,3.34,0.89,0.5,0.55,0.45,0.22,808.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/TURCIOS_RICKY_L_02-24.png?itok=l94Tt9AX,FREESTYLE,71.0,38.5,Orthodox,"Jun 05, 1993"
ANTON TURKALJ,"""THE PLEASURE MAN """,Light Heavyweight Division,Male,8.0,4.0,0.0,True,27.0,76.0,220.5,"SEP. 10, 2022",False,94.0,15.0,9.0,5.0,1.0,2.0,71.0,22.0,25.0,0.43,0.41,2.45,3.42,4.98,0.0,0.54,0.17,0.0,578.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-09/TURKALJ_ANTON_L_09-10.png?itok=awaehgbk,MMA,78.0,43.0,Orthodox,"Jun 10, 1996"
WELLINGTON TURMAN,"""THE PRODIGY""",Welterweight Division,Male,18.0,8.0,0.0,True,27.0,72.0,171.0,"JUL. 13, 2019",False,237.0,51.0,24.0,4.0,6.0,8.0,183.0,64.0,65.0,0.51,0.21,3.23,4.17,1.55,0.8,0.45,0.43,0.0,644.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/TURMAN_WELLINGTON_L_12-02.png?itok=YbMJgmfq,JIU-JITSU,72.0,41.0,Orthodox,"Jul 22, 1996"
COURTNEY TURNER,,Lightweight Division,Male,0.0,3.0,0.0,False,,74.0,170.0,"MAR. 13, 1998",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,,
JALIN TURNER,"""THE TARANTULA""",Lightweight Division,Male,14.0,8.0,0.0,True,29.0,75.0,155.5,"OCT. 7, 2018",False,385.0,52.0,93.0,10.0,0.0,4.0,361.0,139.0,30.0,0.49,0.56,5.6,4.57,0.79,1.11,0.42,0.74,1.27,437.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/TURNER_JALIN_L_04-13.png?itok=JVrlJnfc,MMA,77.0,46.0,Southpaw,"May 18, 1995"
AUSTIN TWEEDY,"""THE FLASH""",Lightweight Division,Male,8.0,2.0,0.0,True,32.0,69.0,155.5,"DEC. 20, 2024",False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,0.0,4.29,6.43,0.0,0.0,0.0,0.0,0.0,28.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/6834473a-078d-48c0-89c9-cffb24fbe43a%252FTWEEDY_AUSTIN_L.png?itok=wlxG-8fn,,68.0,39.0,Orthodox,"Sep 25, 1990"
MARCIN TYBURA,"""TYBUR""",Heavyweight Division,Male,26.0,9.0,0.0,True,39.0,75.0,251.0,"APR. 10, 2016",False,550.0,78.0,202.0,10.0,9.0,7.0,560.0,156.0,114.0,0.49,0.33,3.57,3.26,1.42,0.13,0.55,0.77,0.06,664.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/TYBURA_MARCIN_L_11-16.png?itok=ZtXPvX7-,MMA,78.0,46.0,Orthodox,"Nov 09, 1985"
TAKERU UCHIDA,,Flyweight Division,Male,6.0,1.0,0.0,False,20.0,65.0,125.5,"JUN. 9, 2022",False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,206.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/3f3c8b30-283f-48a7-8a2f-539f113b7deb%252FUCHIDA_TAKERU_R.png?itok=-MWcSxBM,,68.0,,Southpaw,"Sep 30, 2002"
TAGIR ULANBEKOV,,Flyweight Division,Male,16.0,2.0,0.0,True,33.0,67.0,129.5,"OCT. 10, 2020",False,135.0,29.0,18.0,1.0,7.0,7.0,147.0,23.0,12.0,0.46,0.47,3.22,3.3,3.71,2.12,0.51,0.61,0.27,679.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ULANBEKOV_TAGIR_L_06-15.png?itok=3QWS0K6G,GRAPPLER,70.0,39.0,Southpaw,"Aug 07, 1991"
CARLOS ULBERG,"""BLACK JAG""",Light Heavyweight Division,Male,12.0,1.0,0.0,True,34.0,76.0,205.5,"MAR. 6, 2021",False,399.0,22.0,29.0,7.0,3.0,2.0,297.0,82.0,71.0,0.57,0.75,7.2,4.27,0.72,0.24,0.51,0.83,1.44,417.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ULBERG_CARLOS_L_05-11.png?itok=M6KPVJ9U,KICKBOXER,77.0,43.5,Orthodox,"Nov 07, 1990"
GASAN UMALATOV,"""COBRA""",Welterweight Division,Male,17.0,5.0,2.0,False,40.0,71.0,170.0,"FEB. 2, 2014",False,119.0,13.0,2.0,2.0,6.0,7.0,83.0,26.0,25.0,0.4,0.18,2.23,4.1,0.75,0.0,0.6,0.9,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/54edb557-9020-4b78-8548-0fb42e77dff8%252FGasan-Umalatov_466032_LeftFullBodyImage.png?itok=9FD5CdzX,,71.0,41.0,Orthodox,"Sep 11, 1982"
CAOL UNO,,Lightweight Division,Male,33.0,19.0,5.0,False,,67.0,156.0,"FEB. 23, 2001",False,,,,1.0,3.0,1.0,,,,0.49,0.31,1.91,1.9,1.95,0.5,0.5,0.37,,,NO,,70.0,,Southpaw,"May 08, 1975"
LOGAN URBAN,,Welterweight Division,Male,5.0,1.0,0.0,False,,72.0,170.0,"DEC. 20, 2024",False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.0,2.55,16.6,0.0,0.0,0.28,0.0,0.0,47.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-09/84739%252Fprofile-galery%252Ffullbodyleft-picture%252FURBAN_LOGAN_L.png?itok=BhJcjlKG,,72.0,40.0,Orthodox,"Apr 22, 1994"
HECTOR URBINA,"""EL TORO""",Welterweight Division,Male,25.0,10.0,0.0,False,35.0,75.0,185.0,"NOV. 15, 2014",False,10.0,7.0,2.0,9.0,3.0,5.0,14.0,2.0,3.0,0.39,0.0,3.85,6.17,0.0,3.82,0.5,0.38,0.0,393.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/214cc330-9f40-4814-94a7-35dbeb6449bb%252Fhector-urbina_480089_LeftFullBodyImage.png?itok=PI_DeEse,,77.0,40.0,Southpaw,"Oct 09, 1993"
ELIAS URBINA,,Middleweight Division,Male,3.0,1.0,0.0,True,29.0,75.0,185.8,"AUG. 29, 2017",False,25.0,5.0,0.0,1.0,1.0,1.0,20.0,8.0,2.0,0.38,0.0,3.85,6.17,0.0,0.0,0.51,0.0,0.0,467.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-02/elias-urbina_587591_LeftFullBodyImage.png?itok=d7Tm7Pgh,,77.0,,Southpaw,"Oct 09, 1993"
GILBERT URBINA,"""THE RGV BAD BOY""",Welterweight Division,Male,7.0,4.0,0.0,True,27.0,75.0,187.0,"AUG. 28, 2021",False,58.0,22.0,32.0,2.0,3.0,2.0,68.0,27.0,17.0,0.57,0.44,5.61,6.17,3.01,0.75,0.5,0.0,0.75,399.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/URBINA_GILBERT_L_02-03.png?itok=rrk9XbQ2,MMA,77.0,43.0,Southpaw,"Oct 09, 1993"
NICK URSO,,Flyweight Division,Male,10.0,4.0,0.0,True,37.0,66.0,125.3,"AUG. 22, 2017",False,4.0,1.0,0.0,2.0,5.0,3.0,2.0,1.0,2.0,0.45,0.0,3.61,5.06,0.0,0.0,0.36,0.0,0.0,83.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/9c5da125-e922-4e68-80c1-8b012ade582f%252FNick-Urso_636378_LeftFullBodyImage.png?itok=ag9dDIWr,,66.0,,Southpaw,"Sep 26, 1985"
YASUHIRO URUSHITANI,,Flyweight Division,Male,21.0,8.0,6.0,False,46.0,65.0,125.5,"MAR. 3, 2012",False,70.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,16.0,0.4,0.0,3.47,4.71,0.0,0.0,0.65,0.8,0.0,606.0,NO,,,,Southpaw,"Sep 08, 1976"
SHO PATRICK USAMI,,Lightweight Division,Male,4.0,1.0,0.0,False,23.0,69.0,172.8,"JUN. 10, 2022",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/aa9541df-787d-464e-a0aa-a54aea81357d%252FUSAMI_SHO_PATRICK_R.png?itok=UMpLMHZp,,70.0,,Orthodox,"May 08, 2000"
MOHAMMED USMAN,"""THE MOTOR""",Heavyweight Division,Male,11.0,4.0,0.0,True,35.0,74.0,245.0,"AUG. 6, 2022",False,212.0,6.0,6.0,4.0,5.0,2.0,145.0,78.0,1.0,0.37,0.18,3.41,4.41,0.69,0.0,0.5,0.6,0.23,787.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/USMAN_MOHAMMAD_L_07-20.png?itok=CcmzfSZf,MMA,79.0,43.0,Orthodox,"Apr 01, 1989"
KAMARU USMAN,"""NIGERIAN NIGHTMARE""",Middleweight Division,Male,20.0,4.0,0.0,True,37.0,72.0,184.5,"JUL. 12, 2015",False,787.0,236.0,347.0,9.0,10.0,1.0,863.0,396.0,111.0,0.52,0.45,4.36,2.74,2.82,0.1,0.54,0.9,0.48,1047.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/USMAN_KAMARU_L_10-21.png?itok=j3zLaBzD,FREESTYLE,76.0,41.0,Switch,"May 11, 1987"
DARREN UYENOYAMA,"""BC""",Flyweight Division,Male,10.0,6.0,0.0,False,43.0,66.0,125.0,"NOV. 12, 2011",False,49.0,10.0,26.0,1.0,3.0,4.0,47.0,21.0,17.0,0.4,0.33,1.34,2.21,1.42,0.71,0.66,0.35,0.0,607.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/7a074e76-7d6c-4c4d-8fd2-9677b968bd0c%252FDarren-Uyenoyama_226332_LeftFullBodyImage.png?itok=Xn5LaTcg,,65.0,,Orthodox,"Oct 15, 1979"
RICHIE VACULIK,"""VAS""",Flyweight Division,Male,10.0,5.0,0.0,False,40.0,66.0,125.0,"DEC. 7, 2013",False,132.0,23.0,11.0,3.0,1.0,6.0,107.0,31.0,28.0,0.47,0.45,3.69,4.09,3.0,1.0,0.57,0.32,0.0,675.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/c77ca95b-d824-4039-92b8-0783b3410353%252Frichie-vaculik_290159_LeftFullBodyImage.png?itok=sOJbYG8q,,69.0,41.0,Orthodox,"Jun 19, 1983"
ARTEM VAKHITOV,,Light Heavyweight Division,Male,3.0,1.0,0.0,True,33.0,73.0,205.5,"DEC. 20, 2024",False,10.0,6.0,1.0,1.0,0.0,0.0,10.0,7.0,0.0,0.85,0.0,3.88,0.68,0.0,0.0,0.8,1.0,3.42,263.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/VAKHITOV_ARTEM_R_10-08.png?itok=wUoZA2JS,,75.0,,Orthodox,"Apr 04, 1991"
GENARO VALDEZ,"""RAYADITO""",Lightweight Division,Male,10.0,3.0,0.0,False,32.0,69.0,156.0,"JAN. 22, 2022",False,143.0,12.0,4.0,7.0,0.0,3.0,118.0,16.0,25.0,0.3,0.44,4.08,7.16,1.54,0.4,0.49,0.36,0.77,585.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-01/91879bcb-d2a3-4e1a-af3b-cc87e3b0a0ae%252FVALDEZ_GENARO_L_01-22.png?itok=Sflh2tfJ,MMA,72.0,40.5,Orthodox,"Jan 16, 1992"
CHARLIE VALENCIA,,Bantamweight Division,Male,12.0,7.0,0.0,False,48.0,63.0,136.0,"APR. 30, 2011",False,,,,1.0,3.0,1.0,,,,0.37,0.53,2.58,2.61,1.4,0.5,0.77,0.75,,,NO,,64.0,,Orthodox,"Oct 31, 1974"
ROBERT VALENTIN,"""ROBZILLA""",Middleweight Division,Male,11.0,4.0,0.0,True,29.0,74.0,185.0,"AUG. 24, 2024",False,1.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,0.5,0.0,0.15,6.16,0.0,4.4,0.19,0.67,0.0,409.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/VALENTIN_ROBERT_L_08-24.png?itok=2gi_58_6,,77.0,,Orthodox,"Mar 31, 1995"
IVAN VALENZUELA,,Middleweight Division,Male,8.0,2.0,0.0,True,30.0,74.0,186.0,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.33,0.0,0.0,25.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/VALENZUELA_IVAN_L.png?itok=gKIMQ7K1,,77.0,,Orthodox,"Nov 17, 1992"
TIMUR VALIEV,"""LUCKY""",Bantamweight Division,Male,18.0,3.0,0.0,False,33.0,66.0,136.0,"AUG. 22, 2020",False,220.0,17.0,33.0,5.0,11.0,2.0,126.0,73.0,71.0,0.53,0.4,5.19,3.33,1.73,0.3,0.45,0.56,0.29,780.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/VALIEV_TIMUR_L_06-26.png?itok=_8ZFMb7C,MMA,67.0,38.0,Orthodox,"Jan 19, 1990"
VICTOR VALIMAKI,"""THE MATRIX""",Light Heavyweight Division,Male,18.0,10.0,0.0,False,,72.0,205.0,"DEC. 13, 2006",False,,,,0.0,0.0,0.0,,,,0.3,0.14,3.94,2.99,0.9,0.0,0.67,0.0,,,NO,,,,Orthodox,
KEVIN VALLEJOS,,Featherweight Division,Male,14.0,1.0,0.0,True,22.0,67.0,145.5,"DEC. 20, 2024",False,116.0,2.0,1.0,1.0,0.0,0.0,57.0,47.0,15.0,0.51,0.0,6.85,5.81,0.0,0.0,0.56,0.67,0.86,522.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/VALLEJOS_KEVIN_L_09-24.png?itok=MIPg3FHm,,68.0,,Switch,"Dec 08, 2001"
ISAAC VALLIE-FLAGG,,Lightweight Division,Male,16.0,7.0,1.0,False,45.0,68.0,156.0,"MAY. 20, 2012",False,282.0,128.0,7.0,6.0,6.0,2.0,256.0,92.0,69.0,0.48,0.13,5.56,5.6,0.2,0.0,0.45,0.59,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/68a024dc-4423-440d-b349-947976446fd7%252FIsaac-Vallie-Flagg_242823_LeftFullBodyImage.png?itok=Nv__sNde,,70.0,,Orthodox,"Apr 08, 1978"
JOSHUA VAN,"""THE FEARLESS""",Flyweight Division,Male,12.0,2.0,0.0,True,23.0,65.0,135.0,"JUN. 24, 2023",False,633.0,56.0,20.0,6.0,4.0,2.0,487.0,156.0,66.0,0.54,0.64,8.88,5.82,1.32,0.0,0.6,0.81,0.19,799.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/VAN_JOSHUA_L_07-13.png?itok=wUGXNhIq,FREESTYLE,65.0,35.0,,"Jun 26, 1992"
MIKE VAN ARSDALE,,Light Heavyweight Division,Male,14.0,3.0,1.0,False,58.0,66.0,205.0,"MAY. 15, 1998",False,8.0,4.0,31.0,0.0,0.0,0.0,22.0,20.0,1.0,0.41,0.14,1.52,2.24,1.06,0.0,0.65,0.38,0.0,564.0,NO,,,,Southpaw,
MATT VAN BUREN,"""GUTTER""",Light Heavyweight Division,Male,7.0,6.0,0.0,False,37.0,77.0,205.0,"JUL. 6, 2014",False,74.0,28.0,0.0,3.0,3.0,1.0,55.0,42.0,5.0,0.46,0.22,7.73,6.82,0.95,0.0,0.53,0.5,0.0,396.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/50cb4203-8a8a-4579-a74b-5309257ead2a%252Fmatt-van-buren_480076_LeftFullBodyImage.png?itok=PioZ5TSE,,76.0,,Orthodox,"Jul 09, 1987"
RON VAN CLIEF,,,Male,19.0,8.0,1.0,False,80.0,72.0,205.0,"DEC. 16, 1994",False,,,,7.0,9.0,0.0,,,,0.37,0.44,2.14,2.42,2.98,0.0,0.63,0.73,,,NO,,75.0,,Orthodox,"Sep 25, 1979"
